Date,Open,High,Low,Close,Adj Close,Volume
2023-06-07,4736.950195,4787.899902,4736.950195,4780.750000,4601.439453,239491
2023-06-08,4800.850098,4829.899902,4776.799805,4800.649902,4620.593262,295499
2023-06-09,4800.649902,4821.799805,4735.000000,4743.399902,4565.490234,208197
2023-06-12,4749.950195,4790.000000,4733.350098,4769.649902,4590.755371,137778
2023-06-13,4770.000000,4795.000000,4746.450195,4755.950195,4577.569824,247078
2023-06-14,4751.100098,4768.450195,4712.000000,4730.200195,4552.785645,191238
2023-06-15,4741.899902,4764.649902,4702.500000,4721.549805,4544.459961,178304
2023-06-16,4695.000000,4714.750000,4620.000000,4641.950195,4467.845703,658995
2023-06-19,4645.000000,4655.000000,4586.649902,4597.350098,4424.918457,193043
2023-06-20,4585.000000,4670.000000,4569.049805,4662.000000,4487.143555,453523
2023-06-21,4678.000000,4703.649902,4637.000000,4650.149902,4475.737793,274821
2023-06-22,4664.049805,4669.000000,4601.600098,4612.100098,4439.114746,180102
2023-06-23,4613.100098,4655.000000,4605.399902,4622.600098,4449.221191,348409
2023-06-26,4624.750000,4657.950195,4600.549805,4606.899902,4434.110352,298624
2023-06-27,4633.899902,4678.649902,4610.000000,4618.049805,4444.841797,444793
2023-06-28,4630.000000,4740.000000,4620.100098,4716.299805,4539.406738,769406
2023-06-30,4636.000000,4735.000000,4635.000000,4691.549805,4653.727539,587936
2023-07-03,4685.200195,4688.000000,4588.049805,4610.649902,4573.479980,457367
2023-07-04,4611.950195,4674.799805,4611.950195,4625.399902,4588.110840,286373
2023-07-05,4647.950195,4900.000000,4633.000000,4890.049805,4850.627441,891033
2023-07-06,4890.000000,4938.000000,4832.000000,4917.700195,4878.054688,888595
2023-07-07,4875.500000,4913.149902,4820.549805,4834.000000,4795.029297,405959
2023-07-10,4849.000000,4951.000000,4845.049805,4897.950195,4858.463867,659388
2023-07-11,4938.500000,4954.450195,4905.000000,4917.649902,4878.004883,400593
2023-07-12,4929.000000,4947.500000,4867.000000,4878.450195,4839.121094,295827
2023-07-13,4921.000000,4990.000000,4849.850098,4866.450195,4827.217773,501038
2023-07-14,4894.950195,4906.299805,4850.000000,4859.600098,4820.423340,419873
2023-07-17,4883.950195,4906.399902,4821.100098,4833.149902,4794.186035,250127
2023-07-18,4845.549805,4995.100098,4830.000000,4860.600098,4821.415039,270028
2023-07-19,4881.000000,4909.149902,4818.200195,4823.649902,4784.762695,247325
2023-07-20,4828.000000,4889.000000,4782.049805,4868.700195,4829.449707,450566
2023-07-21,4842.100098,4879.399902,4835.250000,4862.700195,4823.498047,367833
2023-07-24,4862.000000,4919.000000,4851.149902,4882.750000,4843.386230,288534
2023-07-25,4884.500000,4909.899902,4777.350098,4848.950195,4809.858887,743269
2023-07-26,4890.000000,4903.500000,4840.950195,4870.450195,4831.185547,387130
2023-07-27,4899.000000,4908.000000,4824.299805,4851.000000,4811.892578,321326
2023-07-28,4855.000000,4900.000000,4829.649902,4892.500000,4853.057617,255158
2023-07-31,4895.500000,4938.399902,4866.049805,4931.399902,4891.644043,325463
2023-08-01,4941.750000,4978.649902,4899.149902,4923.950195,4884.254395,391794
